OTU,Domain,Phylum,Class,Order,Family,Genus
DENOVO10567,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pricia
DENOVO10568,Unclassified,,,,,
DENOVO10569,Unclassified,,,,,
DENOVO10570,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group
DENOVO10571,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group
DENOVO10572,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO10573,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO10574,Unclassified,,,,,
DENOVO10575,Unclassified,,,,,
DENOVO10576,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium
DENOVO10577,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius
DENOVO10578,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,uncultured
DENOVO10579,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO10580,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured bacterium
DENOVO10581,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured bacterium
DENOVO10582,Unclassified,,,,,
DENOVO10583,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Parahaliea
DENOVO10584,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula
DENOVO10585,Unclassified,,,,,
DENOVO10586,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinibacterium
DENOVO10587,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula
DENOVO10588,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO10589,Unclassified,,,,,
DENOVO10590,Unclassified,,,,,
DENOVO10591,Unclassified,,,,,
DENOVO10592,Unclassified,,,,,
DENOVO10593,Unclassified,,,,,
DENOVO10594,Unclassified,,,,,
DENOVO10595,Unclassified,,,,,
DENOVO10596,Unclassified,,,,,
DENOVO10597,Unclassified,,,,,
DENOVO10598,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Diplosphaera
DENOVO10599,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Limnobacter
DENOVO10600,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula
DENOVO10601,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO10602,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobacteraceae,Roseobacter clade CHAB-I-5 lineage
DENOVO10603,Unclassified,,,,,
DENOVO10604,Unclassified,,,,,
DENOVO10605,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella
DENOVO10606,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Marinobacterium
DENOVO10607,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Neptunomonas
DENOVO10608,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ambiguous_taxa
DENOVO10609,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
DENOVO10610,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured bacterium
DENOVO10611,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pricia
DENOVO10612,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter
DENOVO10613,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algibacter
DENOVO10614,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ambiguous_taxa
DENOVO10615,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas
DENOVO10616,Unclassified,,,,,
DENOVO10617,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella
DENOVO10618,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,ZOR0006
DENOVO10619,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO10620,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,uncultured bacterium
DENOVO10621,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter
DENOVO10622,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO10623,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO10624,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO10625,Unclassified,,,,,
DENOVO10626,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Rheinheimera
DENOVO10627,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,Ambiguous_taxa
DENOVO10628,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,uncultured
DENOVO10629,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,uncultured bacterium
DENOVO10630,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,
DENOVO10631,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfurivibrio
DENOVO10632,Unclassified,,,,,
DENOVO10633,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081 sediment group
DENOVO10634,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Flectobacillus
DENOVO10635,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,uncultured bacterium
DENOVO10636,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas
DENOVO10637,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO10638,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Cucumibacter
DENOVO10639,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,uncultured
DENOVO10640,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,
DENOVO10641,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia
DENOVO10642,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO10643,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
DENOVO10644,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
DENOVO10645,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,A2
DENOVO10646,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,
DENOVO10647,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
DENOVO10648,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured bacterium
DENOVO10649,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,uncultured
DENOVO10650,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanimonas
DENOVO10651,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
DENOVO10652,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Inquilinaceae,Inquilinus
DENOVO10653,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
DENOVO10654,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
DENOVO10655,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Draconibacterium
DENOVO10656,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Aurantimicrobium
DENOVO10657,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Berkiella
DENOVO10658,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Succiniclasticum
DENOVO10659,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella 1
DENOVO10660,Unclassified,,,,,
DENOVO10661,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Pseudoramibacter
DENOVO10662,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group
DENOVO10663,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
DENOVO10664,Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,uncultured bacterium,uncultured bacterium
DENOVO10665,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Eubacterium] hallii group
DENOVO10666,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,
DENOVO10667,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured
DENOVO10668,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia
DENOVO10669,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
DENOVO10670,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,C1-B045
DENOVO10671,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Microscilla
DENOVO10672,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,uncultured bacterium,uncultured bacterium
DENOVO10673,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
DENOVO10674,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
DENOVO10675,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,Ambiguous_taxa
DENOVO10676,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured
DENOVO10677,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,uncultured bacterium
DENOVO10678,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,uncultured
DENOVO10679,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,uncultured
DENOVO10680,Bacteria,Proteobacteria,Gammaproteobacteria,,,
DENOVO10681,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured
DENOVO10682,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,uncultured
DENOVO10683,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,Thiogranum
DENOVO10684,Unclassified,,,,,
DENOVO10685,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,uncultured
DENOVO10686,Bacteria,Proteobacteria,Gammaproteobacteria,uncultured,uncultured gamma proteobacterium,uncultured gamma proteobacterium
DENOVO10687,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus
DENOVO10688,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
DENOVO10689,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
DENOVO10690,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis
DENOVO10691,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade
DENOVO10692,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmatales Incertae Sedis,Candidatus Hepatoplasma
DENOVO10693,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,
DENOVO10694,Bacteria,Acidobacteria,Subgroup 6,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
DENOVO10695,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
DENOVO10696,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),uncultured bacterium,uncultured bacterium
DENOVO10697,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,uncultured
DENOVO10698,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,uncultured bacterium
DENOVO10699,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,,
DENOVO10700,Bacteria,Proteobacteria,Gammaproteobacteria,,,
DENOVO10701,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylotenera
DENOVO10702,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured
DENOVO10703,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Geodermatophilaceae,Geodermatophilus
DENOVO10704,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter
DENOVO10705,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
DENOVO10706,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium
DENOVO10707,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group
DENOVO10708,Bacteria,Acidobacteria,Subgroup 6,,,
DENOVO10709,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,uncultured
DENOVO10710,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,uncultured,metagenome
DENOVO10711,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,uncultured
DENOVO10712,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium
DENOVO10713,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO10714,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured
DENOVO10715,Bacteria,Cyanobacteria,Melainabacteria,Caenarcaniphilales,,
DENOVO10716,Unclassified,,,,,
DENOVO10717,Unclassified,,,,,
DENOVO10718,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium
DENOVO10719,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,uncultured
DENOVO10720,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO10721,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
DENOVO10722,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas 3
DENOVO10723,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
DENOVO10724,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured
DENOVO10725,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda
DENOVO10726,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,uncultured
DENOVO10727,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,uncultured bacterium
DENOVO10728,Unclassified,,,,,
DENOVO10729,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera
DENOVO10730,Unclassified,,,,,
DENOVO10731,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Fodinicurvataceae,
DENOVO10732,Unclassified,,,,,
DENOVO10733,Unclassified,,,,,
DENOVO10734,Unclassified,,,,,
DENOVO10735,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Persicirhabdus
DENOVO10736,Unclassified,,,,,
DENOVO10737,Unclassified,,,,,
DENOVO10738,Unclassified,,,,,
DENOVO10739,Unclassified,,,,,
DENOVO10740,Unclassified,,,,,
DENOVO10741,Unclassified,,,,,
DENOVO10742,Unclassified,,,,,
DENOVO10743,Unclassified,,,,,
DENOVO10744,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,
DENOVO10745,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,metagenome,metagenome
DENOVO10746,Unclassified,,,,,
DENOVO10747,Unclassified,,,,,
DENOVO10748,Unclassified,,,,,
DENOVO10749,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured
DENOVO10750,Bacteria,Proteobacteria,Gammaproteobacteria,,,
DENOVO10751,Unclassified,,,,,
DENOVO10752,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus
DENOVO10753,Unclassified,,,,,
DENOVO10754,Unclassified,,,,,
DENOVO10755,Unclassified,,,,,
DENOVO10756,Bacteria,Patescibacteria,Gracilibacteria,JGI 0000069-P22,uncultured bacterium,uncultured bacterium
DENOVO10757,Unclassified,,,,,
DENOVO10758,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,
DENOVO10759,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter clade CHAB-I-5 lineage
DENOVO10760,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
DENOVO10761,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium
DENOVO10762,Unclassified,,,,,
DENOVO10763,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus Fritschea
DENOVO10764,Unclassified,,,,,
DENOVO10765,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,
DENOVO10766,Unclassified,,,,,
DENOVO10767,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,
DENOVO10768,Bacteria,Dependentiae,Babeliae,Babeliales,uncultured bacterium,uncultured bacterium
DENOVO10769,Bacteria,Chloroflexi,Anaerolineae,SJA-15,uncultured bacterium,uncultured bacterium
DENOVO10770,Unclassified,,,,,
DENOVO10771,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola
DENOVO10772,Bacteria,Chloroflexi,Gitt-GS-136,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO10773,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,
DENOVO10774,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
DENOVO10775,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae UCG-004
DENOVO10776,Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,,
DENOVO10777,Bacteria,Patescibacteria,Parcubacteria,Candidatus Moranbacteria,uncultured bacterium,uncultured bacterium
DENOVO10778,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas
DENOVO10779,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter
DENOVO10780,Bacteria,Acidobacteria,Subgroup 6,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
DENOVO10781,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured
DENOVO10782,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,uncultured bacterium,uncultured bacterium
DENOVO10783,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,metagenome
DENOVO10784,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group
DENOVO10785,Bacteria,Patescibacteria,Parcubacteria,Candidatus Vogelbacteria,Candidatus Vogelbacteria bacterium RIFOXYB1_FULL_42_16,Candidatus Vogelbacteria bacterium RIFOXYB1_FULL_42_16
DENOVO10786,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Sulfuricellaceae,Ferritrophicum
DENOVO10787,Unclassified,,,,,
DENOVO10788,Bacteria,Chloroflexi,Anaerolineae,SJA-15,uncultured bacterium,uncultured bacterium
DENOVO10789,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,Crenothrix
DENOVO10790,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Gallionellaceae,Gallionella
DENOVO10791,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured
DENOVO10792,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
DENOVO10793,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group
DENOVO10794,Bacteria,Patescibacteria,Parcubacteria,Candidatus Moranbacteria,uncultured bacterium,uncultured bacterium
DENOVO10795,Bacteria,Actinobacteria,Coriobacteriia,OPB41,uncultured bacterium,uncultured bacterium
DENOVO10796,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
DENOVO10797,Bacteria,Acidobacteria,Subgroup 6,,,
DENOVO10798,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1
DENOVO10799,Unclassified,,,,,
DENOVO10800,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Coriobacteriaceae UCG-002
DENOVO10801,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,uncultured
DENOVO10802,Bacteria,Actinobacteria,Coriobacteriia,OPB41,Ambiguous_taxa,Ambiguous_taxa
DENOVO10803,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,
DENOVO10804,Unclassified,,,,,
DENOVO10805,Bacteria,Patescibacteria,Parcubacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO10806,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,
DENOVO10807,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,metagenome,metagenome
DENOVO10808,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured bacterium,uncultured bacterium
DENOVO10809,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
DENOVO10810,Bacteria,Chloroflexi,Anaerolineae,SJA-15,uncultured bacterium,uncultured bacterium
DENOVO10811,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
DENOVO10812,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum
DENOVO10813,Unclassified,,,,,
DENOVO10814,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,
DENOVO10815,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,
DENOVO10816,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes vadinHA17,uncultured bacterium
DENOVO10817,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Microcystaceae,
DENOVO10818,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella
DENOVO10819,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-013
DENOVO10820,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,
DENOVO10821,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Jeotgalibaca
DENOVO10822,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella 7
DENOVO10823,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
DENOVO10824,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,
DENOVO10825,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1
DENOVO10826,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 3
DENOVO10827,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,
DENOVO10828,Unclassified,,,,,
DENOVO10829,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
DENOVO10830,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,
DENOVO10831,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured
DENOVO10832,Bacteria,Chloroflexi,Anaerolineae,SBR1031,uncultured bacterium,uncultured bacterium
DENOVO10833,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,uncultured bacterium,uncultured bacterium
DENOVO10834,Bacteria,Chloroflexi,JG30-KF-CM66,,,
DENOVO10835,Bacteria,Acidobacteria,Subgroup 6,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
DENOVO10836,Bacteria,Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,Turneriella
DENOVO10837,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured bacterium
DENOVO10838,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,
DENOVO10839,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,[Eubacterium] coprostanoligenes group
DENOVO10840,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Ambiguous_taxa
DENOVO10841,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
DENOVO10842,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea
DENOVO10843,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,uncultured,Ambiguous_taxa
DENOVO10844,Bacteria,Aegiribacteria,,,,
DENOVO10845,Bacteria,Acidobacteria,Acidobacteriia,Subgroup 2,uncultured bacterium,uncultured bacterium
DENOVO10846,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
DENOVO10847,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile
DENOVO10848,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
DENOVO10849,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter
